VAR.1 CUTEX QUITA ESM 100ML EXT-HUM;REVLON    ;$17.00;$15.20;282208;0;NO ESPECIFICADO
LAMISIL 1% SUSP AER PVO 85G      N ;GLAXO CONS;$97.06;$80.09;282217;30;NO ESPECIFICADO
REPEL OFF NO GRASO CRA 200 G 248   ;SCJOHNSON ;$72.00;$51.35;282218;0;NO ESPECIFICADO
REPEL OFF AER 170 G          419   ;SCJOHNSON ;$53.50;$39.09;282219;0;NO ESPECIFICADO
HISTIACIL FLU TAB. 325 MG./50 MG./5 MG./2 MG. C/20;SANOFI AVE;$64.26;$22.42;282237;30;PARACETAMOL-CAFEINA-FENILEFRINA-CLORFENAMINA
CASEC POLVO 100 G                  ;NESTLE    ;$126.10;$106.13;282241;15;NO ESPECIFICADO
NAFACIL 500 MG CAPS 20           N ;TECNOFARMA;$57.03;$42.77;282323;70;NO ESPECIFICADO
FLANAX 5.5% GEL TB 40 G          N ;BAYER OTC ;$112.48;$74.52;282661;25;NAPROXENO SODICO
SH.1 FRUCTIS 350ML ANTICASPA NML/GSO;FRABEL    ;$35.00;$22.05;282667;0;NO ESPECIFICADO
ALMETEC 20 MG TAB 14             N ;MERCK SHAR;$386.37;$309.10;282678;25;OLMESARTAN
A1.ANITRIM-F 160/800 MG TAB 14      N ;ITALMEX   ;$246.00;$201.72;282701;25;TRIMETOPRIMA-SULFAMETOXAZOL
CRA.1 ST IVES REAFIRMANTE 532ML;UNILEVER  ;$60.00;$45.34;282736;0;NO ESPECIFICADO
GENOVAN FPS 30 PROTECT-S SPY125MLN ;CON DERMA ;$310.00;$221.69;282740;0;NO ESPECIFICADO
MANZANILLA LUB NASAL SOL. NASAL 1.750 G./400 MG./100 ML. C/30 ML.;GRISI     ;$67.85;$50.89;282743;25;MANZANILLA-CLORURO DE SODIO
PREXIGE 400 MG CPR REC 10        N ;NOVART FAR;$673.00;$562.35;282745;30;NO ESPECIFICADO
DESENFRIOL-ITO-PLUS MAST TAB 24  N ;BAYER OTC ;$50.06;$28.61;282766;30;CLORFENAMINA-FINILEFRINA-PARACETAMOL
SMA GOLD 1 C/LUTEINA PVO LTA 900G;WYETH     ;$402.03;$365.05;282780;15;NO ESPECIFICADO
DES. LADY TEEN SPIRIT ST COOL 45G;COLGATE   ;$32.50;$24.29;282784;0;NO ESPECIFICADO
DES. LADY TEEN SPIRIT ST SEXY 45G;COLGATE   ;$36.00;$24.29;282785;0;NO ESPECIFICADO
DES.W LADY SS TEEN AER SEXY 60G       ;COLGATE   ;$22.50;$19.17;282789;0;NO ESPECIFICADO
DES.1H AXE SECO SPY VICE 90G;UNILEVER  ;$46.00;$29.96;282797;0;NO ESPECIFICADO
DES.1H AXE SPY VICE 113G;UNILEVER  ;$44.50;$38.71;282798;0;NO ESPECIFICADO
DES.1H AXE SECO ST VICE 50G;UNILEVER  ;$36.00;$20.55;282801;0;NO ESPECIFICADO
DES.1H AXE STICK VICE 54G;UNILEVER  ;$33.50;$20.52;282802;0;NO ESPECIFICADO
DES.W DOVE AER ORIGINAL 100G;UNILEVER  ;$52.00;$43.80;282803;0;NO ESPECIFICADO
TRAT SEDAL LISO-PERFECTO 450 G   N ;UNILEVER  ;$24.50;$26.09;282806;0;NO ESPECIFICADO
KASMUCOL SOL 120 ML + DOSIF      N ;IVAXPHARMA;$178.00;$138.84;282811;50;NO ESPECIFICADO
MAQ GTTE MACH3 SILVER 1 UP       N ;P GAMBLE  ;$40.00;$19.87;282812;0;NO ESPECIFICADO
TS. NATURELLA NOCHE C/ALAS C/10;P GAMBLE  ;$21.00;$17.38;282819;0;NO ESPECIFICADO
BI-PROFENID 150 MG CPR 10        N ;SANOFI AVE;$443.76;$309.69;282864;25;KETOPROFENO
BAYGON PLAQUITAS C/20+APARATO;JONSON AND SON S.A DE C.V;$29.00;$21.81;282881;0;NO ESPECIFICADO
"VAR.D PUNZOCAT No. 21Gx3/4""(19MM) ";Adalberto Guzman Pulido;$7.50;$5.43;282899;0;NO ESPECIFICADO
VAR.1 ESPONJA PARA BEBE CON TELA;LA FLOR S.A DE C.V;$8.50;$7.09;282900;0;NO ESPECIFICADO
ABATELENGUAS C/25;Product Practicos de Madera S.A;$7.00;$5.04;282901;0;NO ESPECIFICADO
AFAZOL GRIN SOL 30ML;GRIN;$155.00;$108.62;282908;30;NAFAZOLINA
ENSURE PLUS BOTTLE LIQ CHTE237;Abbott Labs (Div Nutri)       ;$39.00;$40.19;282921;0;NO ESPECIFICADO
JBN.1 SEBAMED C/FACE DERM N/GSA 100G;BAYER     ;$81.00;$64.40;282938;0;NO ESPECIFICADO
JBN. SEBAMED BABY DERMOLIMP 100G;LAKESIDE  ;$62.00;$48.15;282950;0;NO ESPECIFICADO
SEBAMED BABY CRA LUBRICANT/200;LAKESIDE  ;$112.00;$81.90;282951;0;NO ESPECIFICADO
SEBAMED BABY CRA FLUIDA 200ML ;Bayer de Mexico (Div. Farma.) ;$126.00;$88.01;282953;0;NO ESPECIFICADO
SEBAMED BABY CRA ROZADURAS 100;BAYER     ;$104.50;$78.28;282954;0;NO ESPECIFICADO
VENALOT DEPOT 180/30 MG TAB/30;TAKEDA    ;$448.00;$293.08;282963;30;TROXERUTINA-CUMARINA
BENADRYL JBE 120 ML           ;J&J  CONSU;$80.36;$51.95;282964;25;DIFENHIDRAMINA
TESAFILM LAMINILLAS ADTO C/12 ;NOVARTIS  ;$70.00;$55.65;282966;25;NO ESPECIFICADO
THERAFILM LAMINILLAS ADTO C/12;NOVARTIS  ;$70.00;$55.65;282967;25;NO ESPECIFICADO
CAPENT FL PDA 110 GR          ;GLAXO CONS;$88.15;$72.74;282969;20;NO ESPECIFICADO
VOLTAREN 75 MG AMP C/5        ;NOVART FAR;$576.00;$481.30;282970;30;NOVART FAR
A1.CEFURACET 250MG SUSP 50ML   ;SIEGFRIED ;$467.00;$291.88;282972;30;CEFUROXIMA
METABOL TONICS CAP C/30       ;GENOMMALAB;$149.91;$127.42;282987;8;NO ESPECIFICADO
CRA. GOICOECHEA DIABET TX 400ML;GENOMMALAB;$80.00;$76.87;282988;0;GENOMMALAB
PRESERV M FORCE + MULTI-O C/3 ;GENOMMALAB;$47.00;$35.17;282989;0;NO ESPECIFICADO
TRADOL SOL 100 MG GTS 10 ML   ;GRUNENTHAL;$456.48;$308.76;283018;30;TRAMADOL
CONAZOL SPRAY AEROSOL 2 G./100 G. C/160 G.;DISLIOMONT;$137.00;$82.82;283020;30;KETOCONAZOL
ILIADIN BEBE GTS 20 ML        ;MERCK SACV;$120.24;$67.02;283025;25;OXIMETAZOLINA
AQUA-SOAP BARRA 120 GR        ;MEX AMER  ;$96.00;$75.84;283026;0;NO ESPECIFICADO
ACOND.1 SEDAL 350ML RIZOS/OBEDIEN ;Unilever de Mexico S.de R.L.  ;$32.50;$23.54;283029;0;Unilever de Mexico S.de R.L.  
ROMILAR JBE 100 ML            ;Bayer de Mexico (Linea Salud) ;$57.98;$47.29;283040;25;NO ESPECIFICADO
REDOXON FORTE 2 GR CPR C/10   ;BAYER OTC ;$133.22;$88.26;283043;25;ACIDO L-ASCORBICO(VITAMINA C)
A1.CLAVULIN 12H 600-42.9MG SUSP50;SANFER    ;$337.00;$235.90;283046;25;AMOXICILINA - ACIDO CLAVULANICO
AFRINEX INF TAB C/24          ;BAYER OTC ;$52.94;$27.66;283049;30;CLORFENAMINA-FENILEFRINA-PARACETAMOL
GLIMETAL LEX 4/850 MG TAB C/16;SILANES   ;$833.00;$516.89;283163;25;GLIMEPIRIDA-METFORMINA
PRE-DIAL PLUS 500 MG TAB C/30 ;SILANES   ;$321.00;$199.00;283164;30;METFORMINA
PRE-DIAL PLUS 850 MG TAB C/30 ;SILANES   ;$441.00;$273.00;283165;30;METFORMINA
SOPHIXIN DX OFTENO GTS 5 ML   ;SOPHIA    ;$583.18;$474.93;283167;30;CIPROFLOXACINO DEXAMETASONA
VAR.D DUCHA VAGINAL PARA VIAJE ;GRUPO DIMACEN;$45.50;$33.47;283173;0;NO ESPECIFICADO
SH.1 H & S 400ML PUREZA Y BRILLO ;Procter & Gamble Manufactura;$51.00;$40.66;283174;0;NO ESPECIFICADO
AGLAY AROMATIZANTE BRISA DE LOS ALPES;INDUSTRIAS H24, S.A. DE C.V.;$26.50;$23.00;283175;0;NO ESPECIFICADO
VAR.D AGUA DE ROSAS 250ML;LA FLOR S.A DE C.V;$9.00;$6.41;283189;0;NO ESPECIFICADO
BLOQ. NIVEA HIDRATANTE FPS30 CRA 125ML;BDF MEXICO;$128.50;$94.56;283193;0;NO ESPECIFICADO
BLOQ. NIVEA HIDRAT FPS60 CRA 125ML;BDF MEXICO;$171.00;$125.79;283194;0;NO ESPECIFICADO
DES.1H SPEED ANT24H ST GLACIER 50G;COLGATE PALMOLIVE;$35.00;$19.52;283196;0;NO ESPECIFICADO
SH.1 H & S 200ML PUREZA Y BRILLO;PROCTER & GAMBLE;$31.50;$24.00;283197;0;NO ESPECIFICADO
VAR. TLLITAS RICITOS D ORO M/LVD C/72;GRISI HNOS.;$30.00;$0.00;283198;0;NO ESPECIFICADO
PASADOR CARMITA NEGRO C/90;Manufacturas Universo, S.A. DE C.V.;$14.00;$12.00;283200;0;NO ESPECIFICADO
ESPONJA BEYBI KLIN;Productos Beybi Klin;$5.00;$2.56;283201;0;NO ESPECIFICADO
POINTTS P/VERRUGAS APLIC 1;GENOMMALAB;$419.00;$362.09;283202;8;NO ESPECIFICADO
VAR.1 T H HUGGIES N/C S/A RP C/72;K CLARK   ;$39.00;$27.92;283204;0;NO ESPECIFICADO
DES.1H REXONA ST V8 50G;UNILEVER  ;$34.50;$26.14;283205;0;UNILEVER  
SH. H & S 500ML PUREZA Y BRILLO;Procter & Gamble Manufactura;$47.50;$41.00;283206;0;NO ESPECIFICADO
SH.1 PANTENE 200ML REP/INTENS 2EN1;PROCTER & GAMBLE;$27.00;$23.00;283209;0;NO ESPECIFICADO
VAR.R FIJ SILICA XTREME UNLIMITED 100ML;Industrias Wet Line, S.A. DE.C.V;$47.00;$34.68;283210;0;NO ESPECIFICADO
SH. H & S 500ML LIMP RENOVADORA ;Procter & Gamble Manufactura;$47.50;$41.00;283214;0;NO ESPECIFICADO
SH. H & S 500ML ACCION HUMECT ;Procter & Gamble Manufactura;$47.50;$40.50;283215;0;NO ESPECIFICADO
PS.1 SH PALMOLIVE OP 4 EXT/INT SOB 10ML;Colgate-Palmolive S.A de C.V;$2.00;$1.20;283217;0;NO ESPECIFICADO
ACOND.1 PERT 384ML HIDRATANTE;Procter & Gamble Manufactura;$32.50;$25.50;283218;0;NO ESPECIFICADO
SH. H & S 500ML SUAVE Y MANEJ 2EN1 ;Procter & Gamble Manufactura;$47.50;$41.00;283220;0;NO ESPECIFICADO
IVEL TAB C/30                         ;UP PHARMA ;$273.30;$218.64;283229;30;VALERIANA AFFICINALIS-HUMULUS LUPULUS
TEBONIN FORTE 80MG GRA C/24           ;FARMASA   ;$440.60;$361.29;283388;25;GINKGO BILOBA
CORTA CALLO CURTIS MIYAKO             ;MIYAKO ACCESORIOS             ;$28.00;$17.38;283617;0;NO ESPECIFICADO
REDOXON LIMON 1GR COM C/10            ;BAYER OTC ;$95.18;$63.06;283689;25;ACIDO ASCORBICO
MICROPORE HOME B 1.25X5M              ;RIKER 3M                      ;$5.50;$3.23;283690;0;NO ESPECIFICADO
MICROPORE HOME B 2.5X5M               ;RIKER 3M                      ;$20.50;$15.44;283691;0;NO ESPECIFICADO
MICROPORE HOME P 1.25X5M              ;RIKER 3M                      ;$6.00;$3.23;283692;0;NO ESPECIFICADO
JOHNSON BABY LAVANDA SHA 200ML        ;J&J  CONSU;$36.00;$26.98;283785;0;NO ESPECIFICADO
ALBOZ CAP. 20 MG. C/14;COLLINS FARMA                 ;$116.00;$66.00;284146;70;OMEPRAZOL
BIDROZIL CMA. 10,000,000 U.I./100 MG./100 G. C/40 G.;COLLINS FARMA                 ;$90.00;$27.00;284147;70;NISTATINA-TRIAMCINOLONA
DOLIKAN 10MG TAB C/10                 ;COLLINS FARMA                 ;$51.00;$28.52;284152;70;KETOROLACO TROMETAMINA
DOLZYCAM CAP. 20 MG. C/20;SON'S NATURAL                 ;$74.00;$22.00;284242;70;PIROXICAM
LOP TAB. 2 MG. C/12;SON'S NATURAL                 ;$40.32;$12.00;284281;70;LOPERAMIDA
ZIMETON GRA C/20                      ;SON'S NATURAL                 ;$80.00;$26.67;284306;70;PANCREATINA-BILIS DE BUEY-DIMETICONA
CRIAM 400MG TAB C/10                  ;PSICOFARMA                    ;$82.80;$65.83;284369;25;NO ESPECIFICADO
BEPANTHEN 5% POMADA  100GR            ;BAYER OTC ;$109.89;$72.80;284415;25;DEXPANTHENOL
JBN.1 BIODERMA ATODERM PAIN 150G;FEDELE SA ;$102.97;$90.61;284515;0;NO ESPECIFICADO
TRADOL RETARD 50MG TAB C/10           ;GRUNENTHAL;$327.09;$221.24;284757;30;TRAMADOL
A1.GITRASEK CAP C/12                     ;PROD FCEUT;$327.43;$217.50;284776;30;ITRACONAZOL-SECNIDAZOL
OCUVITE ADULT CAP C/50                ;BAUSCH L  ;$446.41;$357.13;284780;30;ACEITE DE SOYA-GELATINA-VITAMINAS(C-E)-OMEGA-3-GLICERINA-CERA DE ABEJA
SILKA + MEDIC TUB 30GR                ;GENOMMALAB;$74.50;$64.39;284784;8;TERBINAFINA
STERIMAR MANGANESO SPR 100ML          ;CHURCH & D;$249.34;$116.96;284787;30;SOLUCION DE AGUA DE MAR-MANGANESO
TEBONIN 761 40MG GRA C/24             ;FARMASA   ;$279.70;$229.37;284792;25;GINKGO BILOBA
DERMAN DESOD MENTA FRESCA TCO 80GR    ;INT COMER ;$24.53;$19.13;284793;15;NO ESPECIFICADO
DERMAN DESOD KIDS CHICLE TCO 80GR     ;INT COMER ;$24.53;$19.13;284794;15;NO ESPECIFICADO
VAR. TCO MEXSANA LADY 160G;BAYER OTC ;$39.00;$28.98;284803;0;NO ESPECIFICADO
DIABITAM GRIN CAP C/120       ;GRIN      ;$552.28;$430.78;284840;30;QUERCETINA-DHA-VITAMINA C-ACEITE VEGETAL-ADEITE DE SOYA
VIAGRA 50 MG TAB C/1          ;PFIZER    ;$315.31;$236.48;284846;25;SILDENAFIL
VIAGRA 100 MG TAB C/1         ;PFIZER    ;$350.34;$262.76;284847;25;SILDENAFIL
VAR.1 T H PAMPERS B/FRESH TINA C/77;Cia Procter & Gamble Mexico   ;$56.00;$37.32;284854;0;NO ESPECIFICADO
ADVIL FASTGEL 200 MG CAP C/10 ;PFIZER    ;$48.43;$38.50;284855;25;IBUPROFENO
VAR.P RIZADOR YOLI ;CURTIS, S.A DE C.V;$15.00;$13.00;284861;0;NO ESPECIFICADO
VAR.P RIMEL APPLE AGUACATE 13G;GINA Y JASIVE S.A DE C.V;$10.50;$7.20;284862;0;NO ESPECIFICADO
VAR.P RIMEL APPLE ALMEDRA 13G;GINA Y JASIVE, S.A DE C.V;$10.50;$7.20;284863;0;NO ESPECIFICADO
VAR.P RIMEL APPLE MAMEY 13G;GINA Y JASIVE, S.A DE C.V;$10.50;$7.20;284864;0;NO ESPECIFICADO
VAR.D HOJAS DE BISTURI P/MANGO No22;DIMACEN;$2.50;$1.79;284866;0;NO ESPECIFICADO
VAR.D ACEITEDE ROSAS;LA FLOR;$7.00;$4.74;284867;0;NO ESPECIFICADO
VAR.1 T H HUGGIES N/C C/A RP C/72;K CLARK   ;$39.00;$28.78;284869;0;NO ESPECIFICADO
SH.1 PALMOLIVE OP 400ML P/PERF;Colgate-Palmolive, S.A de C.V;$47.50;$31.31;284870;0;NO ESPECIFICADO
CEPILLO Y ESPEJO MAYELIN ;Scombro Trading S.A de C.V;$15.00;$10.50;284871;0;NO ESPECIFICADO
VAR.P PINZA TIJERA GDE DEPILAR LADY;CURTIS S.A DE C.V;$15.50;$11.21;284872;0;NO ESPECIFICADO
SH.1 PANTENE 200ML REPAR/INTENSA;Procter & Gamble Manufactura;$27.00;$21.00;284873;0;NO ESPECIFICADO
VAR.P LIMAS AIZA ;Eduardo Antonio Aiza;$1.00;$0.30;284883;0;NO ESPECIFICADO
VAR.P PINZA DEPILAR LADY CHICA ;CURTIS S.A DE C.V.;$9.00;$7.50;284884;0;NO ESPECIFICADO
LOMOTIL 2 MG TAB C/8;J&J  CONSU;$101.68;$65.73;284885;35;LOPERAMIDA
SH.1 PERT PLUS 400ML ACEITE D OLIVA;Procter & Gamble Manufactura;$25.00;$24.70;284898;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP HUMECTACION;Colgate-Palmolive S.A de C.V;$32.50;$23.80;284901;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML NAT HERBAL;Colgate-Palmolive S.A de C.V;$30.00;$27.50;284902;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP ACTI-CERAMIDAS;Colgate-Palmolive S.A de C.V;$32.00;$24.00;284903;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML NAT MANZANA;Colgate-Palmolive S.A de C.V;$30.00;$27.50;284904;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP HIDRAT INTENSIVA;Colgate-Palmolive S.A de C.V;$32.00;$27.50;284906;0;Colgate-Palmolive S.A de C.V
SH. CAPRICE 900ML CONTROL QUIEBRE;Colgate-palmolive;$28.00;$27.65;284907;0;NO ESPECIFICADO
ACOND.1 ELVIVE 400ML ANTI-QUIEBRE ;Cosbel, s.a. de c.v.;$41.50;$30.56;284908;0;NO ESPECIFICADO
SH. CAPRICE 900ML ANTICASPA;Colgate-Palmolive, S.A de C.V;$28.00;$23.80;284913;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP 2 EN 1;Colgate-Palmolive S.A dE C.V;$32.00;$27.50;284925;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP ANTI-ESPONJADO;Colgate-Palmolive S.A de C.V;$31.50;$22.80;284926;0;NO ESPECIFICADO
OPTIVE SOL OFT 15 ML          ;ALLERGAN  ;$658.59;$500.48;284933;30;GLICERINA-CARBOXIMETILCELULOSA SODICA
FISIOGEL DERMOLIM HIDRAT 150ML;GLAXO PERF;$248.34;$199.91;284934;0;NO ESPECIFICADO
DOSIER 2.5 MG CPR C/30        ;ASOFARMA  ;$271.00;$180.85;284936;25;MOSAPRIDA
DOSIER 5 MG CPR C/30          ;ASOFARMA  ;$427.00;$284.95;284937;25;MOSAPRIDA
CEP. COLGATE TWISTER FRESH MED;COLGATE   ;$19.00;$13.85;284950;0;NO ESPECIFICADO
DES.1H STEFANO R-ON MIDNIGHT 50ML;Colgate-Palmolive S.A. de C.V.;$22.00;$17.73;284957;0;NO ESPECIFICADO
DES.1H STEFANO STICK MIDNIGHT 60G;Colgate-Palmolive S.A. de C.V.;$33.00;$24.56;284958;0;NO ESPECIFICADO
DES.1H STEFANO AER MIDNIGHT 125G;Colgate-Palmolive S.A. de C.V.;$39.00;$30.09;284959;0;NO ESPECIFICADO
A1.CEFURACET 250 MG TAB C/10     ;SIEGFRIED ;$395.00;$246.88;284979;30;CEFUROXIMA
A1.CEFURACET 500 MG TAB C/10     ;SIEGFRIED ;$525.00;$328.13;284986;30;CEFUROXIMA
ANILLO VIBRADOR SICO RING C/1;RECK-BEN  ;$101.00;$73.81;284987;0;NO ESPECIFICADO
CALIDERM PREMIUM CRA 125 GR   ;GLAXO CONS;$324.36;$254.62;284989;25;NO ESPECIFICADO
BLOQ. PROZONE ULTRAGEL FPS 60 75G;DARIER    ;$383.50;$282.47;284993;0;NO ESPECIFICADO
SERETIDE EVOHALER AEROSOL P/INH. 25 MCG./50 MCG./1 DOSIS C/120 DOSIS;GLAXO FARM;$887.08;$602.99;285007;25;SALMETEROL-FLUTICASONA
SHOT-B CAP C/30               ;GENOMMALAB;$104.91;$89.17;285012;8;GENOMMALAB
SENSIBIT D NF TAB C/12        ;DISLIOMONT;$56.00;$37.24;285020;25;LORATADINA-FENILEFRINA-PARACETAMOL
FIJ.1 CRA SEDAL SOS CERAMIDAS 300ML;Unilever de Mexico S.de R.L.  ;$34.50;$26.00;285027;0;NO ESPECIFICADO
SH.1 PANTENE 400ML BRILLO EXTREMO ;Cia Procter & Gamble Mexico   ;$49.50;$37.39;285031;0;NO ESPECIFICADO
FIJ.1 CRA PERT 300ML AC/OLIVA;Cia Procter & Gamble Mexico   ;$31.00;$23.87;285032;0;NO ESPECIFICADO
BUSCAPINA FEM 20/400MG TAB/10 ;BOEHRINGER;$127.67;$90.51;285033;25;BUTILHIOSCINA-IBUPROFENO
SINERGIX SUBLINGUAL 25/10MG/T4;RIMSA     ;$354.00;$288.45;285040;30;TRAMADOL-KETOROLACO
ROBAX GOLD TAB C/12           ;PFIZER    ;$72.41;$57.56;285042;25;NO ESPECIFICADO
BEXIDENT COLUTORIO 250 ML     ;SIEGFRIED ;$347.00;$186.96;285044;25;DIGLUCONATO DE CLORHEXIDINA-DEXPANTENOL-ALANTOINA-SACARINA SODICA
BEXIDENT GEL 50 ML            ;SIEGFRIED ;$193.00;$148.17;285045;0;NO ESPECIFICADO
PS.1 SH VANART SOB 20ML;Estilo y vanidad, s.a. de c.v.;$0.50;$0.75;285092;0;NO ESPECIFICADO
VAR.D SONDA PLASTICO TIPO NELATON 8FR;Laboratorios Visa, s.a. de c.v.;$3.00;$1.56;285093;0;NO ESPECIFICADO
VAR.D SUERO ELECTROLITOS APO 27.9G;Protein, s.a. de c.v.;$4.00;$1.56;285094;0;NO ESPECIFICADO
VAR.D SUERO ELECTROLITOS APO LIMA-LIMON;Protein, s.a. de c.v.;$7.00;$7.56;285095;0;NO ESPECIFICADO
VAR.P TRANSPORE 3M 2.5CMx9.1M;3M Health Care;$28.50;$21.17;285097;0;NO ESPECIFICADO
VAR.D DEDAL;Dimacen del centro, s.a. de c.v.;$9.00;$6.54;285099;0;NO ESPECIFICADO
ACOND. VANART ENJ ROSA 1250ML;Estilo y Vanidad S.A de C.V;$28.00;$23.80;285101;0;NO ESPECIFICADO
SH. VANART 1250ML HIERBAS;Estilo y Vanidad S.A de C.V;$28.50;$23.80;285103;0;NO ESPECIFICADO
SH.1 FRUCTIS 350ML HYDRA-LISS ;COSBEL, S.A DE C.V;$34.00;$22.10;285104;0;NO ESPECIFICADO
ACOND.1 PALMOLIVE OP 400ML PUNTAS ;Colgate-Palmolive, S.A de C.V;$47.50;$34.00;285105;0;NO ESPECIFICADO
FIJ. CRA FRUCTIS HYDRA-LISO 300ML;FRABEL    ;$42.50;$32.00;285106;0;NO ESPECIFICADO
ZUUM KLIN ANTIBAC GEL 250ML 2X1;Universal Productora, S.A de C.V;$44.00;$33.91;285108;0;NO ESPECIFICADO
ULTRA BENGUE GEL 35G;GENOMMALAB;$67.50;$57.38;285110;8;NAPROXENO-LIDOCAINA-SALICILATO DE METILIO-MENTOL
BENGUE NO GRASO CRA 35G;GENOMMALAB;$61.50;$38.14;285111;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML ESP RIZOS DEFINIDOS;Colgate-Palmolive, S.A de C.V;$32.00;$27.50;285116;0;Colgate-Palmolive, S.A de C.V
BIB. BABY 2OZ DAMACO ;DAMACO COR;$26.50;$19.90;285125;0;NO ESPECIFICADO
SH.1 ELVIVE 400ML NUTRI-GLOSS 2EN1;FRABEL, S.A DE C.V;$47.00;$30.25;285130;0;NO ESPECIFICADO
DES.W NIVEA AER ACLAR NAT 150ML;BDF MEXICO, S.A. DE C.V.;$52.50;$38.00;285131;0;NO ESPECIFICADO
DES.W NIVEA R-ON ACLAR NAT 50ML;BDF MEXICO;$25.00;$20.92;285132;0;BDF MEXICO, S.A. DE C.V.
VAR.1 T H HUGGIES RELAJ RP C/72;K CLARK   ;$39.00;$29.32;285133;0;NO ESPECIFICADO
SH.1 FRUCTIS 350ML COLOR RESIST ;COSBEL, S.A. DE C.V.;$32.00;$22.00;285134;0;NO ESPECIFICADO
SH.1 FRUCTIS 350ML C/NORMAL;COSBEL, S.A. DE C.V.;$32.00;$32.00;285135;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML NAT CHABACANO;Colgate-palmolive, s.a. de c.v.;$28.00;$27.50;285138;0;NO ESPECIFICADO
DES.1H GILLETTE C/GEL COOL WAVE 85G;PGAMBLPERF;$37.50;$27.50;285144;0;NO ESPECIFICADO
DES.W NIVEA R-ON ENERGY/FR 50ML;BDF;$30.00;$19.76;285145;0;NO ESPECIFICADO
BENZAL WASH CUIDADO PH C/LACTOPREBIOT SHAMPOO INTIMO  C/240 ML.;COMBEMEX  ;$83.00;$64.47;285146;0;AGUA, LAURET SULFATO DE SODIO, GLICERINA, LAURILPO
CD. SENSODYNE TOTAL 50G;GLAXO PERF;$34.00;$26.65;285147;0;NO ESPECIFICADO
SH.1 CAPRICE 800ML NAT MORA,MGO,AGUAC;Colagate-Palmolive S.A de C.V;$30.00;$27.50;285151;0;NO ESPECIFICADO
YAG. CALENTADOR P7BIB NORMAL TERNURA;WA CARTER, S.A.DE C.V.;$42.50;$37.50;285152;0;NO ESPECIFICADO
VAR.P TAPON OIDO PAR;Aearo Company;$7.50;$4.50;285153;0;NO ESPECIFICADO
VAR.1 T H HUGGIES SENS REP C/72;K CLARK   ;$39.00;$28.97;285159;0;NO ESPECIFICADO
LECHE NAN 2 1.200 KG;NESTLE;$169.00;$157.00;285181;0;NO ESPECIFICADO
TS PP CAREFREE ORIGINAL C/20;JOHNSON & JOHNSON;$14.50;$10.68;285184;0;NO ESPECIFICADO
CONTAC ULTRA TAB C12;GLAXO CONS;$48.27;$36.29;285185;30;PARACETAMOL-FENILEFRINA-CLORFENAMINA-DEXTROMETORFANO
VAR.D SONDA P/ALIMENTACION INF V-733;VISA, S.A DE C.V;$3.00;$2.17;285186;0;NO ESPECIFICADO
ACOND.1 CAPRICE 800ML ESP ACTI-CERAMIDAS ;Colgate-Palmolive S.A de C.V;$32.00;$23.80;285187;0;NO ESPECIFICADO
ACOND. PERT PLUS ACEITE/OLIVA 384ML;PROCTER & GAMBLE DE MEXICO;$30.00;$25.00;285192;0;NO ESPECIFICADO
ACOND.1 PANTENE 400ML BRILLO EXT ;PROCTER & GAMBLE;$49.50;$39.90;285193;0;NO ESPECIFICADO
DES.W NIVEA AER ENERGY FR 150ML;BDF;$43.50;$32.23;285196;0;NO ESPECIFICADO
ACROMICINA 50MG TAB 1;Wyeth, S.A de C.V;$1.50;$1.20;285197;0;NO ESPECIFICADO
PS. ACROMICINA 250MG TAB 1;Wyeth, S.A de C.V;$4.50;$2.40;285198;0;NO ESPECIFICADO
PS. AGIN TAB 1;Nordin, S.A de C.V;$4.00;$1.60;285199;0;NO ESPECIFICADO
PS. ALKA-SELTZER BOOST;Altana Pharma S.A de C.V;$4.00;$2.00;285200;0;NO ESPECIFICADO
PS. BENZAL PVO SOB 1;Columbia S.A de C.V;$5.50;$4.00;285206;0;NO ESPECIFICADO
PS. BONADOXINA SOL INY 1ML 1;Pfizer, S.A de C.V;$16.00;$10.00;285207;0;NO ESPECIFICADO
VAR.JARABE DE GRANADA 75ML;VILLALOBOS;$10.00;$7.00;285208;0;NO ESPECIFICADO
PS. BRONCOLIN PALETAS 1;DANYN;$3.00;$2.40;285209;0;NO ESPECIFICADO
PS. BUSCAPINA 10MG GRAG 1;Boehringer Ingelheim Promeco;$4.50;$3.60;285210;0;NO ESPECIFICADO
PS. BUSCAPINA COMPOSITUM GRAG 1;Boehringer Ingelheim Promeco;$7.50;$4.80;285211;0;NO ESPECIFICADO
PS. DESENFRIOL D TAB PAR;Sshering-Plough, S.A de C.V;$4.00;$3.20;285220;0;NO ESPECIFICADO
PS. DESENFRIOLITO PLUS TAB MAST 1;Schering-Plough, S.A de C.V;$1.50;$1.20;285221;0;NO ESPECIFICADO
